id,lat,lon,poi_category,poi_subcategory,poi_name,GEOID
10874867143,37.7813995,-122.3946609,,,Thomvest,06075061502
10874867144,37.7815574,-122.3944569,,,Playstudios,06075061502
10874867146,37.7819997,-122.3938888,,,GrowthPoint Technology Partners,06075061502
10874867147,37.7821126,-122.3937507,,,Maschmeyer Group Ventures,06075061502
10874867150,37.7826127,-122.3933096,,,Alkeon,06075061502
10874867156,37.7826931,-122.3928752,,,Toyota Ventures,06075061508
10874867171,37.7820081,-122.3931342,,,Dreamplus,06075061502
10874867172,37.7819373,-122.393177,,,GGV Capital,06075061502
10874867173,37.7818986,-122.3931803,,,Coatue,06075061502
10874867174,37.7813038,-122.3937527,,,Kleiner Perkins,06075061502
10874867175,37.7812729,-122.3939399,,,Icon Ventures,06075061502
10874867176,37.7811928,-122.3939536,,,Jazz Venture Partners,06075061502
10874867177,37.781019,-122.3942574,,,Black Mountain Construction,06075061502
10874867178,37.7809881,-122.3943305,amenity,cafe,The Velvet Raven,06075061502
10874913948,37.7821527,-122.3888708,,,South Beach Marina Apartments Leasing Office,06075061502
10874914072,37.7739712,-122.3871659,,,Bauer’s Intelligent Transportation,06075060701
10874914074,37.7741796,-122.384433,,,Westar Marine Services,06075060701
10874914112,37.7702611,-122.385278,,,Jerico Products,06075060701
10874914127,37.76925,-122.389559,amenity,bank,Golden 1 Credit Union,06075060701
10874914128,37.7692333,-122.3890705,amenity,cafe,Plentea,06075060701
10876329244,37.8173949,-122.3714592,,,"Danny’s Construction Company, Incorporated",06075017903
10882326811,37.7810868,-122.3964368,,,Ridecell,06075018000
10882326835,37.7826594,-122.3944143,,,Murphy Printing and Marketing,06075061502
10882326843,37.7824682,-122.3947151,,,Lewis & Taylor Building Maintenance,06075061502
10882326855,37.7821725,-122.3945514,,,Sand Studios,06075061502
10882370524,37.781814,-122.3932367,,,South Park Commons,06075061502
10897941818,37.7746936,-122.3915459,amenity,school,The Dahlia School,06075060701
10897941845,37.7690609,-122.3900015,amenity,cafe,Double Shot Coffee,06075060701
10897941846,37.7690707,-122.3899111,,,UCSF Ofiice of Diversity & Outreach,06075060701
10897941851,37.7711067,-122.391072,amenity,cafe,Blue Bottle Coffee,06075060701
10907092559,37.7875068,-122.4229446,amenity,cafe,Cool Bar,06075015100
10913554935,37.7234922,-122.4548675,amenity,cafe,The Fate Tea House,06075031201
10913563342,37.7794178,-122.3960076,,,AGS,06075018000
10917023042,37.7740442,-122.4017082,,,Ocado Group,06075018000
10917023043,37.7740128,-122.4017388,,,Kindred,06075018000
10917024112,37.7783632,-122.3977298,,,Strata Landscape Architecture,06075018000
10917024139,37.7762005,-122.3973837,,,Aurora,06075018000
10917024147,37.7766692,-122.3968279,,,Whiting-Turner,06075018000
10917024182,37.7745704,-122.4030354,,,Compology,06075018000
10917024183,37.773729,-122.4026287,,,Eternal Construction,06075018000
10942933384,37.7825906,-122.4691243,amenity,bank,Cathay Bank,06075040200
10942940129,37.7980983,-122.3956254,,,Hornblower Group Headquarters,06075010500
10958544188,37.7634303,-122.475114,,,Haas,06075030201
10968514742,37.7884152,-122.3873718,,,Sofar,06075061507
10968514743,37.7889252,-122.3876346,,,AMC Consulting Engineers,06075061507
10968514842,37.7976169,-122.3936381,,,Prologis,06075010500
10968514851,37.7973563,-122.3939381,,,EHDD,06075010500
10969975320,37.7805203,-122.4676606,shop,convenience,Sonic Mart,06075045201
10977609709,37.7756341,-122.409533,amenity,bar,Decant SF,06075017804
10998358790,37.7920038,-122.4029047,amenity,bank,Bank of America,06075011700
10998403492,37.7934251,-122.4048478,amenity,bank,Provident Credit Union,06075011800
11008638714,37.7701006,-122.4455248,amenity,cafe,The Mellow SF,06075016601
11009374809,37.7827632,-122.4713517,,,Beam Properties,06075040200
11011243622,37.7531744,-122.388364,shop,convenience,Loop,06075022600
11014896523,37.7804627,-122.4729562,amenity,cafe,The Vegan Cafe,06075047600
11017018708,37.7833032,-122.4230471,amenity,school,Sacred Heart Cathedral Preparatory School,06075016000
11019019808,37.7879948,-122.3970044,,,Alphagraphics,06075061501
11019019811,37.7884637,-122.3966857,,,Slack,06075061501
11019019836,37.788106,-122.3960371,,,Nasdaq Entrepeneurial Center,06075061503
11019019848,37.7889399,-122.3952213,amenity,bank,First Republic Bank,06075061503
11019019859,37.7904753,-122.3929876,,,Charles Schwab,06075061507
11019019868,37.7903426,-122.3924452,amenity,cafe,The Lightbox Café,06075061507
11019019872,37.7910128,-122.3926421,amenity,cafe,Sweet Joanna’s Cafe & Bakery,06075061507
11019019876,37.7910471,-122.392468,,,State Farm,06075061507
11019019903,37.7912939,-122.3932262,,,Beta 90 Computer & Networking,06075061507
11019019905,37.7909944,-122.393189,amenity,cafe,Bahn Mi King,06075061507
11020353160,37.7803268,-122.3967867,,,Bessemer Venture Partners,06075018000
11020495315,37.7813516,-122.3954967,,,True Ventures,06075061502
11020498921,37.7819061,-122.3947384,,,Amplify Partners,06075061502
11020498922,37.7816348,-122.3934121,,,Accel,06075061502
11020499174,37.7797063,-122.3914299,,,Index Ventures,06075060701
11020499175,37.7767557,-122.3912374,,,Costanoa Ventures,06075060703
11021220299,37.7634661,-122.4664294,shop,convenience,Willow on the Green,06075030202
11021366810,37.7818148,-122.3985986,,,Mark Brand Architecture,06075017801
11021366835,37.7843146,-122.3955675,,,First American Title Homebuilder Services,06075061503
11021366851,37.7849118,-122.395371,amenity,cafe,Steep,06075061503
11021366900,37.7877488,-122.3905917,,,Bay Crest,06075061506
11028508800,37.7591827,-122.5078743,shop,convenience,Your Market,06075035202
11029498046,37.7389988,-122.4681512,shop,supermarket,Four Seasons Market,06075030800
11038118634,37.7574271,-122.4085436,amenity,cafe,Marigold Cafe,06075022803
11041008192,37.7792467,-122.3908206,amenity,bar,Bar VIA,06075060701
11043132737,37.7926178,-122.4012209,amenity,bank,Bank of the Orient,06075011700
11043335423,37.7922622,-122.403564,amenity,bar,The Vault Garden,06075011700
11045883704,37.7817206,-122.421472,,,Gotcha Legal Services,06075016000
11063164933,37.7604466,-122.385352,,,Astranis,06075022600
11064311753,37.7841474,-122.4087906,,,Fastmetrics LLC,06075012503
11064507175,37.7969036,-122.3985422,shop,supermarket,Safeway,06075010500
11069681605,37.8040105,-122.414836,amenity,cafe,Pat's Cafe,06075010102
11071758780,37.7870224,-122.4472691,amenity,bank,San Francisco Fire Credit Union,06075015402
11084382100,37.77288,-122.5107658,amenity,cafe,Andytown,06075047904
11100789914,37.7809812,-122.4151319,,,The Academe at 198,06075012405
11103972483,37.7885336,-122.4206646,,,MYC Realty Group,06075012001
11123421525,37.7636197,-122.4787309,,,Lucky Spot,06075032601
11135654236,37.7896012,-122.396872,,,Salesforce,06075061501
11142562489,37.7808783,-122.4132553,shop,convenience,Plaza Snacks & Deli,06075012504
11144316503,37.7808371,-122.4116839,shop,convenience,Bay Food Market,06075017604
11149187371,37.7684244,-122.3864865,amenity,bar,Mission Bay Wine Bar at Thrive City,06075060701
11159983112,37.7844822,-122.4039584,amenity,cafe,Starbucks,06075061501
11162304805,37.7247268,-122.459482,shop,supermarket,Fruit Barn,06075031000
11166107096,37.7695908,-122.402604,,,State Farm,06075060702
11166132514,37.7779908,-122.3998298,,,Span,06075018000
11166132519,37.7774512,-122.4004207,,,Audio Images,06075018000
11166132526,37.7771022,-122.400937,,,Seamus Collins Construction,06075018000
11166132554,37.7751887,-122.4018093,,,San Francisco Adult Probation Department,06075018000
11166132558,37.7756252,-122.4023049,,,"Lawrence Minney, Certified Public Accountant",06075018000
11166132561,37.7753261,-122.4028226,,,Aladdin Bail Bonds,06075018000
11166132562,37.775343,-122.40285,amenity,bar,?,06075018000
11166132565,37.7749475,-122.4035246,,,San Francisco Pretrial Diversion Project,06075018000
11173122067,37.7638593,-122.4164583,,,MindsDB,06075017700
11198865806,37.7782612,-122.4184895,,,San Francisco Department of Public Health,06075012405
11198894691,37.7654968,-122.4018615,,,Fifteen,06075060702
11198894700,37.7647595,-122.4010599,amenity,school,Potrero Hill Montessori,06075022704
11212753403,37.7891184,-122.4080134,,,Framework Computer,06075011700
11226020572,37.7875812,-122.3995299,amenity,bank,Patelco Credit Union,06075061501
11230135189,37.787301,-122.399201,,,John Deere Labs,06075061501
11230135193,37.7869631,-122.399023,,,Consulate General of Estonia,06075061501
11230365821,37.7707238,-122.421035,,,Human Services Agency of San Francisco,06075020101
11230460507,37.7650106,-122.4184549,amenity,cafe,Chile Lindo,06075020102
11232217086,37.7826643,-122.4172601,amenity,bar,Emperor Norton's Boozeland,06075012403
11240339635,37.7901597,-122.3953751,,,Transbay Joint Powers Authority,06075061501
11253185336,37.7900526,-122.402885,amenity,cafe,Cento Coffee Systeme D,06075011700
11254215600,37.8057617,-122.4229608,,,Ghirardelli Square Management Office,06075010202
11254215610,37.8061248,-122.423487,,,Compass,06075010202
11254215617,37.80152,-122.4242511,,,AMSI,06075010201
11254215620,37.8059002,-122.4219619,,,Allstate,06075010202
11256606893,37.788619,-122.4003154,amenity,cafe,Blue Stone Lane,06075061501
11260953153,37.7908064,-122.4021941,amenity,bank,BMO,06075011700
11263551592,37.7956872,-122.393857,amenity,cafe,Blue Bottle Coffee,06075010500
11263551593,37.7957855,-122.3939649,amenity,bar,Fort Point Beer Co.,06075010500
11270679291,37.7865954,-122.4021108,,,Elysium Space,06075061501
11279873544,37.7877467,-122.4064008,,,WeWork,06075011700
11280241388,37.789896,-122.395265,amenity,cafe,Andytown Coffee Roasters,06075061501
11288454607,37.7221303,-122.4369831,amenity,cafe,TS cafe,06075026100
11289957755,37.7999995,-122.424572,,,Farmers Insurance,06075012902
11289957765,37.8014055,-122.424997,amenity,cafe,The Coffee Berry,06075012901
11296107122,37.7754314,-122.4259306,shop,convenience,Food Basket Market,06075016200
11296221836,37.7830048,-122.4659625,amenity,bank,Industrial and Commercial Bank of China,06075040200
11303084098,37.7802498,-122.4855391,shop,convenience,,06075042700
11305630635,37.7690078,-122.411438,,,Zoox,06075017700
11330110153,37.724573,-122.4587607,shop,supermarket,All Fresh Market,06075031000
11342634169,37.7825305,-122.468097,amenity,bar,Lost Marbles,06075040200
11347413508,37.7950559,-122.4353385,amenity,place_of_worship,Vedanta Society of Northern California,06075013200
11349623717,37.7886427,-122.4346902,amenity,cafe,Starbucks,06075015202
11362887388,37.7771618,-122.410704,amenity,bar,Enterprise Brewing Company,06075017603
11384826396,37.7808132,-122.4735983,amenity,dancing_school,Geary Dance Center,06075042602
11384826397,37.7808026,-122.4731934,,,Glynn Realty Abigail Glynn Notary Public,06075042602
11390824779,37.8100175,-122.4103881,amenity,cafe,Biscoff,06075010101
11394512769,37.7879401,-122.3994262,amenity,bank,,06075061501
11396077811,37.7304034,-122.471494,,,Nadrich Accident Injury Lawyers,06075030900
11398720275,37.8004773,-122.459284,,,Edge & Node House of Web3,06075060100
11401506169,37.7800668,-122.4160528,amenity,cafe,Asian Art Museum Cafe,06075012405
11406953669,37.7641169,-122.3943696,,,Multiply Labs,06075022702
11423890573,37.8083677,-122.4135411,amenity,bar,The Socialite,06075010101
11423890590,37.8073407,-122.4162121,amenity,cafe,Latte Express,06075010101
11423890591,37.8070976,-122.41617,,,Go Car Tours,06075010101
11423890593,37.8084312,-122.4130297,amenity,cafe,Starbucks,06075010101
11423890626,37.8082743,-122.4178916,,,Hammond Marine Electronics,06075010101
11423890637,37.8063854,-122.4213818,shop,convenience,Alcatraz Market,06075010202
11423890658,37.8072049,-122.4191778,amenity,cafe,Pomegranate,06075010202
11423890665,37.8080089,-122.4195515,,,California Shellfish Co,06075010202
11423890671,37.8077294,-122.418683,amenity,cafe,The Crêpe Cafe,06075010101
11436034122,37.7975942,-122.4307445,amenity,bar,Left Door,06075013002
11464727187,37.7603662,-122.4239269,amenity,place_of_worship,Voice of Christ Church,06075020702
11491034717,37.806744,-122.4313772,,,Fort Mason Center,06075012602
11509744692,37.7565389,-122.5016701,shop,convenience,,06075035102
11509744701,37.7569687,-122.5023107,,,Law Office Of Kurt D. Huysentruyt,06075035102
11512019534,37.7820917,-122.4623735,amenity,place_of_worship,Magain David,06075040100
11517264106,37.7820917,-122.4623734,amenity,place_of_worship,Magain David,06075040100
11554599511,37.7875742,-122.404117,,,Applied Information Group,06075011700
11556085319,37.7549065,-122.3979356,shop,convenience,M & W Market,06075061401
11558519650,37.773042,-122.4104784,,,Piechota Architecture,06075017803
11558519664,37.7730704,-122.4104301,,,Meyer Marketing,06075017803
11558519668,37.7713097,-122.4122395,,,Human Services Agency,06075017803
11572000635,37.7635711,-122.3999915,amenity,cafe,Magic Donuts & Coffee,06075022704
11579822222,37.8031918,-122.4124292,,,Telegraph Hill Neighborhood Center (TEL HI),06075010401
11582939955,37.7744644,-122.4429242,shop,convenience,Parkside Market,06075016500
11582939956,37.7760387,-122.4461836,amenity,cafe,Boba Head,06075015702
11590449582,37.7712704,-122.3892671,amenity,cafe,Starbucks,06075060701
11590449586,37.7672838,-122.3888194,amenity,cafe,Philz Coffee,06075060701
11590449599,37.7727135,-122.4024179,,,Betterview,06075018000
11590449612,37.7690342,-122.3986178,,,Rapid Robotics,06075060702
11590449613,37.7687292,-122.3990344,,,Adobe,06075060702
11612234488,37.7863604,-122.3983031,,,LinkedIn,06075061503
11612234490,37.7916505,-122.3991664,amenity,cafe,Philz Coffee,06075011700
11612234494,37.7905793,-122.3974801,amenity,cafe,Coffee Bodega,06075061501
11612234495,37.7941264,-122.3967619,,,American Civil Liberties Union,06075011700
11612234496,37.7944785,-122.3967796,amenity,cafe,Happy Lemon,06075011700
11612234501,37.7919829,-122.3975349,amenity,cafe,Starbucks,06075061501
11612234508,37.7859023,-122.3965903,amenity,bar,Seven Square Taproom,06075061503
11612234509,37.7858842,-122.3974185,,,P.L.A.Y.,06075061503
11612234510,37.7865183,-122.3976948,,,George P. Johnson Experience Marketing,06075061503
11643636136,37.7893464,-122.4008605,,,Australian Consulate-General,06075061501
11645223495,37.7647803,-122.4320736,,,MagicBell,06075020300
11656528570,37.8088473,-122.409885,amenity,cafe,Boudin Bakery Cafe,06075010101
11657169276,37.7607771,-122.3866356,,,Y Combinator,06075022600
11670007643,37.7745156,-122.4179924,,,San Francisco Permit Center,06075017700
11683920862,37.7816132,-122.396453,amenity,cafe,Dartealing Lounge,06075018000
11698616629,37.7598822,-122.3882398,amenity,cafe,The Plant,06075022600
11698616630,37.7606257,-122.3881681,amenity,cafe,Bandit,06075022600
11698616631,37.7661509,-122.3887825,amenity,cafe,Caffé Central,06075022600
11699762310,37.7833669,-122.4105073,shop,convenience,Tip Top Market,06075012503
11699762311,37.7843425,-122.4103578,,,Southeast Asian Development Center,06075012503
11699762313,37.7838118,-122.4124307,amenity,bank,Northeast Community Credit Union,06075012502
11699777853,37.7830042,-122.4116354,shop,convenience,Ed's Market,06075012503
11699777854,37.7830303,-122.4113803,amenity,bar,Aunt Charlies Lounge,06075012503
11699784772,37.7833078,-122.4140198,shop,convenience,SF Discount Market,06075012502
11699784773,37.7836392,-122.4140931,shop,convenience,Empire Market,06075012502
11699784774,37.7836983,-122.4136958,,,Indochinese Housing Development Corporation,06075012502
11702308289,37.7828339,-122.4129286,shop,convenience,Radman's Produce Market,06075012503
11702308292,37.7820126,-122.4137582,,,826 Valencia Tenderloin Center,06075012503
11702310694,37.7817033,-122.4141875,,,Unite Here! Local 2,06075012405
11707124277,37.7469865,-122.4188069,amenity,cafe,CoffeeShop,06075025200
11711830526,37.7796878,-122.3935451,,,Ubisoft,06075061502
11711830529,37.7795984,-122.3934617,,,Surefox,06075061502
11711830530,37.7795826,-122.3934452,,,Martin Building Co.,06075061502
11711863749,37.7866662,-122.4037554,amenity,place_of_worship,Epic Church,06075061501
11737694237,37.7920843,-122.4158236,shop,convenience,Tahona Mercado,06075011200
11746456807,37.7144521,-122.4664984,amenity,place_of_worship,Pilgrim Community Church,06075031302
11752501602,37.780939,-122.4189945,amenity,cafe,SPRO,06075012405
11753488959,37.7962094,-122.401594,,,U.S. Citizenship and Immigration Services,06075061101
11761159378,37.7940068,-122.3974189,,,Fenchel Family Law,06075011700
11762558304,37.7761619,-122.402152,amenity,cafe,AyDea,06075018000
11774208901,37.7857701,-122.4142377,amenity,language_school,EF,06075012302
11777326255,37.7760592,-122.4084998,,,China Basin Charter,06075017804
11777326258,37.7810493,-122.4026799,amenity,bar,Buena Vida Cantina,06075017801
11777326261,37.7813461,-122.4023288,,,Cottage,06075017801
11777326266,37.7825992,-122.4033067,,,Office of Clients’ Rights Advocacy,06075017801
11777394279,37.7809018,-122.403397,amenity,school,Apple Tree School,06075017801
11777394294,37.7778879,-122.4068341,,,Mission Hiring Hall,06075017804
11777394296,37.7774026,-122.407279,,,Claudia Tax Services,06075017804
11777394298,37.777124,-122.4080669,,,Box Clever,06075017804
11777394327,37.7729234,-122.4124752,amenity,bar,Hole In The Wall,06075017803
11777394329,37.7732522,-122.4120502,amenity,cafe,Dento Piano Cafe,06075017803
11777394332,37.7739484,-122.4111341,,,WDA,06075017803
11777394334,37.7740572,-122.4109776,,,AlloyPD,06075017803
11777394335,37.7742505,-122.4107647,,,Seriforge,06075017803
11777394336,37.7742499,-122.4105782,,,Caterpillar,06075017803
11777394339,37.7745531,-122.4104282,amenity,bar,Driftwood,06075017803
11777394341,37.7768218,-122.4074926,,,Cobaltix,06075017804
11777394344,37.7760763,-122.4084781,,,Ruby Sailing,06075017804
11777394346,37.7759233,-122.4086566,shop,convenience,Welcome Supermarket,06075017804
11777394349,37.7745995,-122.4103455,,,Media Distributors,06075017803
11777394354,37.7813902,-122.4017028,,,Farmers Insurance,06075017801
11777394359,37.7804551,-122.4028884,,,Guzman Construction Group,06075017801
11777394364,37.7788,-122.4050134,,,Added Dimensions,06075017804
11777394366,37.7780058,-122.4060218,,,300FeetOut,06075017804
11778327041,37.7893587,-122.399697,,,Incito Consulting,06075061501
11799118246,37.7647764,-122.4195057,amenity,cafe,Kitava Kitchen,06075020102
11806415028,37.7605617,-122.4190897,,,Aventuras,06075020802
11806415036,37.760053,-122.4190195,amenity,cafe,El Corazón Café,06075020801
11806415039,37.7594304,-122.4189869,amenity,bar,Casements,06075020801
11806415050,37.7493774,-122.4180133,amenity,prep_school,Endgames Improv Training Center,06075020900
11806415059,37.7489563,-122.4177218,,,PeopleReady,06075020900
11806415061,37.7492885,-122.4161787,shop,convenience,Vic’s Grocery Liquor,06075020900
11806415064,37.748524,-122.4085736,amenity,bar,Hop Oast,06075022903
11806415069,37.7497383,-122.4180491,amenity,school,The Civic Kitchen,06075020900
11815472278,37.7892128,-122.3985326,amenity,cafe,Café GGU,06075061501
11816770947,37.7502108,-122.3846616,,,R&S Erection,06075980900
11817396082,37.781726,-122.4080568,,,Michael J. Gurfinkel,06075017602
11817396084,37.7815603,-122.408308,,,Eviction Defense Collaborative,06075017602
11817396087,37.780502,-122.4084054,shop,convenience,I. C. U. Market,06075017602
11817396091,37.7805908,-122.4079973,shop,convenience,6th Gift & More,06075017602
11817396092,37.7802279,-122.4074773,,,Hospitality House,06075017602
11877307177,37.793512,-122.3986324,amenity,bank,City National Bank,06075011700
11889618388,37.7430792,-122.3867426,amenity,cafe,The Hungry Café,06075980900
11890651237,37.7598567,-122.397386,amenity,cafe,Loard’s Ice Cream,06075061402
11895561225,37.7697498,-122.4019307,,,Samsara,06075060702
11897570031,37.7835778,-122.3989177,shop,supermarket,Chaat Corner Indian Grocery,06075017801
11905918011,37.7596334,-122.4351192,,,Level343 - International Marketing & SEO Company,06075020500
11933819125,37.7653577,-122.417754,,,Asociacion Mayab,06075020102
11950809144,37.7781179,-122.4264269,shop,supermarket,Trader Joe's,06075016200
11963169369,37.7929589,-122.3995978,amenity,bank,Amalgamated Bank,06075011700
11970890886,37.7732631,-122.5060543,amenity,cafe,Butterfly Joint,06075047904
11974004198,37.7950712,-122.4077393,shop,convenience,Dai Lee Food Inc.,06075061102
11976847202,37.7757614,-122.3897699,,,Capgemini,06075060701
11984289374,37.782883,-122.396741,,,Replit,06075061502
11992811500,37.74994,-122.4758722,amenity,place_of_worship,Holy Word Church of Evangelize,06075030302
11992820909,37.7496669,-122.476299,amenity,hospital,The Avenues Transitional Care Center,06075032801
12001976932,37.7871083,-122.3887808,,,Gee Chung Design,06075061506
12001976933,37.7871719,-122.388702,amenity,school,Bodhi Panya Institute,06075061506
12001976937,37.7872577,-122.3885911,,,American Buddhist Cultural Society,06075061506
12001976953,37.7910369,-122.3907946,amenity,cafe,Fisher Brew,06075061507
12001976974,37.7923331,-122.3927158,amenity,cafe,Aura,06075061507
